run_id,date,time,timestamp,gpu_id,baseline,budget,step,checkpoint_idx,M,B,N_per_prompt,S,K,T,R,probe_seed,total_bias_norm,total_bias_proj_mean,total_bias_proj_std,budget_bias_proj_mean,budget_bias_proj_std,baseline_bias_proj_mean,baseline_bias_proj_std,fusion_bias_proj_mean,fusion_bias_proj_std,total_var_mean,total_var_std,within_var_mean,within_var_std,across_var_mean,across_var_std,HL_proxy_mean,HL_proxy_std,g_hat_norm_mean,g_hat_norm_std,g_ref_norm_mean,g_ref_norm_std,reward_mean,reward_std_mean,elapsed_seconds,checkpoint_elapsed_seconds
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:23,2026-03-05T23:19:23.037698,3,rloo,prompt_skip,0,0,256,32,8,16,8,10,32,42,0.007994,0.001152,0.001336,0.0,0.0,0.001152,0.001336,0.0,0.0,0.001871,0.000581,0.001076,0.000394,0.000795,0.000305,0.002534,0.000376,0.243753,0.055009,0.238515,0.056374,0.099945,0.298489,3.01,3.01
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:26,2026-03-05T23:19:26.285144,3,rloo,prompt_skip,20,1,256,32,8,16,8,10,32,42,0.009353,0.001293,0.001589,0.0,0.0,0.001293,0.001589,0.0,0.0,0.00197,0.000671,0.00107,0.000341,0.0009,0.000426,0.002585,0.000356,0.247234,0.059915,0.24132,0.061287,0.100952,0.299976,5.84,2.6
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:29,2026-03-05T23:19:29.039738,3,rloo,prompt_skip,40,2,256,32,8,16,8,10,32,42,0.00514,0.000651,0.000808,0.0,0.0,0.000651,0.000808,0.0,0.0,0.002068,0.000634,0.001167,0.000355,0.000901,0.000357,0.002615,0.000436,0.252052,0.054158,0.247568,0.054183,0.104553,0.304107,8.64,2.64
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:31,2026-03-05T23:19:31.830155,3,rloo,prompt_skip,60,3,256,32,8,16,8,10,32,42,0.008581,0.001213,0.001513,0.0,0.0,0.001213,0.001513,0.0,0.0,0.002097,0.000813,0.001085,0.000377,0.001012,0.000538,0.002597,0.000401,0.253671,0.063671,0.250337,0.063883,0.104858,0.30457,11.35,2.56
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:34,2026-03-05T23:19:34.541336,3,rloo,prompt_skip,80,4,256,32,8,16,8,10,32,42,0.011364,0.001675,0.00198,0.0,0.0,0.001675,0.00198,0.0,0.0,0.002448,0.000915,0.001205,0.000368,0.001243,0.000666,0.002642,0.000374,0.272616,0.060388,0.270329,0.060779,0.108002,0.308799,14.12,2.62
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:37,2026-03-05T23:19:37.318518,3,rloo,prompt_skip,100,5,256,32,8,16,8,10,32,42,0.009209,0.00131,0.001515,0.0,0.0,0.00131,0.001515,0.0,0.0,0.00238,0.000852,0.001294,0.000422,0.001086,0.000559,0.002582,0.000384,0.273704,0.058108,0.271789,0.058849,0.104858,0.304771,16.91,2.63
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:40,2026-03-05T23:19:40.102017,3,rloo,prompt_skip,120,6,256,32,8,16,8,10,32,42,0.006405,0.000948,0.001124,0.0,0.0,0.000948,0.001124,0.0,0.0,0.002321,0.000751,0.00132,0.000418,0.001001,0.000445,0.002643,0.000401,0.269922,0.062346,0.260492,0.069281,0.10672,0.307087,19.66,2.6
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:42,2026-03-05T23:19:42.854190,3,rloo,prompt_skip,140,7,256,32,8,16,8,10,32,42,0.013759,0.001889,0.002411,0.0,0.0,0.001889,0.002411,0.0,0.0,0.002788,0.000753,0.001324,0.000376,0.001465,0.000584,0.002629,0.000407,0.296621,0.070231,0.289492,0.074718,0.109528,0.310258,22.4,2.59
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:45,2026-03-05T23:19:45.597743,3,rloo,prompt_skip,160,8,256,32,8,16,8,10,32,42,0.014104,0.002002,0.002478,0.0,0.0,0.002002,0.002478,0.0,0.0,0.003189,0.001229,0.001474,0.000467,0.001716,0.000913,0.00271,0.000364,0.309899,0.080245,0.303964,0.087591,0.11499,0.317487,25.14,2.58
20260305_231919_rloo_prompt_skip_gpu3,2026-03-05,23:19:48,2026-03-05T23:19:48.337748,3,rloo,prompt_skip,180,9,256,32,8,16,8,10,32,42,0.015215,0.002247,0.002619,0.0,0.0,0.002247,0.002619,0.0,0.0,0.003465,0.001326,0.001581,0.000574,0.001884,0.000902,0.002666,0.000401,0.328062,0.076435,0.322533,0.08233,0.116791,0.319372,27.9,2.6
